symbol,entry_bar,exit_bar,entry_time,exit_time,direction,outcome,entry,tp1,tp2,sl,gross_r,net_r,cost_r,mtf_score,volume_ratio,rsi,eff_ratio,vol_atr_pct,vol_ratio_regime,adaptive_pack,adaptive_reason,risk_mult,quality_score,trend_score,volatility_score,entry_quality_score,portfolio_risk_score,session,trend_1h,trend_4h,entry_source,signals,score_tags,premium,sniper,knn_score,swing_trend,mae_r,size_mult,signal_bar
XLMUSDT,107,238,1737815400,1737934200,SHORT,TRAIL,0.41799,0.41043283,0.39279942,0.43058529,0.9533512492747691,0.8869788195808123,0.06637242969395683,13,4.09,28.3,0.37903547229971785,0.013262988421753432,3.261263352618514,base,adaptive disabled,1.0,74.2,55,80,90,80,NEW_YORK,bearish,neutral,FVG,BOS bearish | Vol 4.1x | FVG | ChoCH | Session:NEW_YORK | Zone:FVG | MTF 13,BOS+2 | BodyStrong+1 | 1h+2 | 4hN+1 | Vol+2 | BTC+2 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:NEW_YORK,0,0,-1.0,range,0.6741,1.0,106
BTCUSDT,17486,17612,1737818100,1737932400,LONG,SL,104800.0,105554.56,107315.2,103542.4,-1.1509223918574965,-1.3175890585241623,0.16666666666666588,13,2.97,61.33,0.3230279834981792,0.002743302607894262,1.5148983391204283,base,adaptive disabled,1.0,73.6,60,98,70,80,NEW_YORK,neutral,bullish,FVG,BOS bullish | Vol 3.0x | FVG | ChoCH | Session:NEW_YORK | Zone:FVG | MTF 13,BOS+2 | 1hN+1 | 4h+2 | Vol+2 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:NEW_YORK,0,0,0.5,bull,1.1993,1.0,17486
AVAXUSDT,17550,17612,1737875700,1737932400,LONG,SL,37.636,38.24231292,39.65704308,36.62547846,-1.0944843392452523,-1.16897260794658,0.07448826870132777,15,2.26,58.54,0.3877349159248343,0.007428404168621987,1.4444940273692588,base,adaptive disabled,1.15,93.5,90,100,100,80,LONDON,bullish,bullish,OB,BOS bullish | Vol 2.3x | FVG | OB | ChoCH | Session:LONDON | StrongTrend1h | Zone:OB | MTF 15 | Risk x1.15,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+2 | RSI+1 | BTCok+1 | FVG+1 | OB+1 | ChoCH+1 | Zone:OB+1 | Sess:LONDON | Strong1h+0 | QualityRisk:1.15,0,0,0.475,bull,1.1252,1.0,17550
TAOUSDT,12307,12315,1737883800,1737891900,LONG,TRAIL,415.1,423.8171,444.157,400.5715,0.7252625067340057,0.6681196495911486,0.05714285714285711,14,1.88,66.73,0.3939393939393934,0.00814736526994713,0.9697760955142309,base,adaptive disabled,1.15,84.5,90,100,70,80,LONDON,bullish,bullish,FVG,BOS bullish | Vol 1.9x | FVG | ChoCH | Engulfing | Session:LONDON | StrongTrend1h | Zone:FVG | MTF 14 | Risk x1.15,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+1 | RSI+1 | BTCok+1 | FVG+1 | ChoCH+1 | Engulfing+1 | Zone:FVG+1 | Sess:LONDON | Strong1h+0 | QualityRisk:1.15,0,0,0.5,range,0.234,1.0,12306
TAOUSDT,12321,12328,1737896400,1737903600,LONG,TRAIL,425.0,433.925,454.75,410.125,1.2302232190103144,1.1730803618674572,0.05714285714285714,13,1.83,68.22,0.32647814910025746,0.014170728713265796,1.767590013911024,base,adaptive disabled,1.0,84.3,90,99,70,80,OVERLAP,bullish,bullish,FVG,BOS bullish | Vol 1.8x | FVG | ChoCH | Session:OVERLAP | StrongTrend1h | Zone:FVG | MTF 13,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+1 | BTC+2 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:OVERLAP | Strong1h+0,0,0,0.525,range,0.2286,1.0,12318
SUIUSDT,17586,17605,1737908100,1737926100,SHORT,TRAIL,4.119,4.07267509,3.96458363,4.19620818,1.070671409057154,0.9639728701199591,0.10669853893719497,14,3.38,35.4,0.3084947839046247,0.00483895784169676,1.1279121396451381,base,adaptive disabled,1.25,83.9,90,97,70,80,NEW_YORK,bearish,bearish,FVG,BOS bearish | Vol 3.4x | FVG | ChoCH | Session:NEW_YORK | StrongTrend1h | Zone:FVG | MTF 14 | Risk x1.25,BOS+2 | 1h+2 | 4h+2 | Vol+2 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:NEW_YORK | Strong1h+0 | QualityRisk:1.15 | TrendPairRisk:1.25,0,0,0.575,bear,0.5505,1.0,17586
SOLUSDT,17606,17613,1737926100,1737933300,SHORT,TRAIL,252.14,248.06544866,238.55816219,258.93091891,1.0378498327082066,0.9635918410161811,0.07425799169202549,14,1.7,33.54,0.2217125382263028,0.006687276854512064,1.3816237559339848,base,adaptive disabled,1.25,78.2,80,86,70,80,DEAD_ZONE,bearish,bearish,FVG,BOS bearish | Vol 1.7x | FVG | ChoCH | Zone:FVG | MTF 14 | Risk x1.25,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+1 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:DEAD_ZONE | QualityRisk:1.15 | TrendPairRisk:1.25,0,1,0.45,bull,0.0265,1.0,17606
ETHUSDT,17610,17614,1737929700,1737934200,SHORT,TRAIL,3305.88,3275.98154045,3206.21846817,3355.71076592,1.399606456302551,1.2669221622137394,0.13268429408881147,15,3.59,29.44,0.20196221688758728,0.00416899186106087,1.7915186739256928,base,adaptive disabled,1.0,76.8,60,84,90,80,DEAD_ZONE,neutral,bearish,FVG,BOS bearish | Vol 3.6x | FVG | LiqSweep | ChoCH | Engulfing | Zone:FVG | MTF 15,BOS+2 | BodyStrong+1 | 1hN+1 | 4h+2 | Vol+2 | BTC+2 | FVG+1 | LiqSweep+1 | ChoCH+1 | Engulfing+1 | Zone:FVG+1 | Sess:DEAD_ZONE,0,0,0.4,range,0.0823,1.0,17608
XLMUSDT,17610,17614,1737929700,1737934200,SHORT,TRAIL,0.41851,0.41258484,0.39875945,0.42838527,1.2708752555871607,1.1861160540665947,0.08475920152056608,14,7.71,30.21,0.25988940876222927,0.007204098709264416,1.8984366211801385,base,adaptive disabled,1.15,86.7,90,81,90,80,DEAD_ZONE,bearish,bearish,FVG,BOS bearish | Vol 7.7x | FVG | ChoCH | StrongTrend1h | Zone:FVG | MTF 14 | Risk x1.15,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+2 | BTC+2 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:DEAD_ZONE | Strong1h+0 | TrendPairRisk:1.15,0,0,0.4,bear,0.0101,1.0,17609
LINKUSDT,241,245,1737936000,1737940500,SHORT,TRAIL,24.985,24.460315,23.23605,25.859475,0.9336246888210418,0.8764818316781846,0.05714285714285712,14,3.5,32.21,0.3676268861454051,0.015423804381917225,2.5486576626481563,base,adaptive disabled,1.0,73.8,65,90,70,80,OFF_HOURS,bearish,neutral,FVG,BOS bearish | Vol 3.5x | FVG | LiqSweep | ChoCH | StrongTrend1h | Zone:FVG | MTF 14,BOS+2 | 1h+2 | 4hN+1 | Vol+2 | RSI+1 | BTC+2 | FVG+1 | LiqSweep+1 | ChoCH+1 | Zone:FVG+1 | Sess:OFF_HOURS | Strong1h+0,0,0,0.525,bear,0.048,1.0,241
SUIUSDT,17764,17797,1738068300,1738098900,SHORT,TRAIL,3.8269,3.6772,3.57292927,3.95388537,1.2492835332359722,1.189010448234133,0.060273085001839255,16,2.12,32.01,0.379048931771193,0.007709676444454781,1.0976964956699047,base,adaptive disabled,1.15,80.0,60,100,90,80,OVERLAP,neutral,bearish,FVG,BOS bearish | Vol 2.1x | FVG | Engulfing | Session:OVERLAP | Zone:FVG | MTF 16 | Risk x1.15,BOS+2 | BodyStrong+1 | 1hN+1 | 4h+2 | Vol+2 | RSI+1 | BTC+2 | FVG+1 | Engulfing+1 | Zone:FVG+1 | Sess:OVERLAP | NestedOB_1h+2 | QualityRisk:1.15,0,0,0.4,bear,0.3276,1.0,17764
AVAXUSDT,17789,17800,1738090800,1738101600,SHORT,TRAIL,33.228,32.530212,30.90204,34.39098,0.9987302496209831,0.9415873924781258,0.057142857142857266,13,1.52,30.38,0.2084837545126361,0.006694103420899042,1.1959300616936315,base,adaptive disabled,1.25,81.5,90,85,70,80,DEAD_ZONE,bearish,bearish,FVG,BOS bearish | Vol 1.5x | FVG | ChoCH | Engulfing | StrongTrend1h | Zone:FVG | MTF 13 | Risk x1.25,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+1 | BTCok+1 | FVG+1 | ChoCH+1 | Engulfing+1 | Zone:FVG+1 | Sess:DEAD_ZONE | Strong1h+0 | QualityRisk:1.15 | TrendPairRisk:1.25,0,0,0.65,range,0.0267,1.0,17789
AVAXUSDT,17791,17800,1738092600,1738101600,SHORT,TRAIL,33.228,32.530212,30.90204,34.39098,0.9990608602954981,0.9419180031526408,0.057142857142857266,13,1.55,33.67,0.2504780114722742,0.00564152781485015,1.0092990183312927,base,adaptive disabled,1.25,82.5,90,90,70,80,DEAD_ZONE,bearish,bearish,FVG,BOS bearish | Vol 1.6x | FVG | ChoCH | StrongTrend1h | Zone:FVG | MTF 13 | Risk x1.25,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+1 | RSI+1 | BTCok+1 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:DEAD_ZONE | Strong1h+0 | QualityRisk:1.15 | TrendPairRisk:1.25,0,0,0.5,range,0.0267,1.0,17791
SOLUSDT,17796,17886,1738097100,1738179000,SHORT,TRAIL,229.71,224.88609,213.6303,237.74985,0.0,-0.05714285714285714,0.05714285714285714,13,1.72,28.71,0.487689889994761,0.008691347978653573,1.1326900487867326,base,adaptive disabled,1.25,84.5,90,100,70,80,DEAD_ZONE,bearish,bearish,FVG,BOS bearish | Vol 1.7x | FVG | ChoCH | StrongTrend1h | Zone:FVG | MTF 13 | Risk x1.25,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+1 | BTC+2 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:DEAD_ZONE | Strong1h+0 | QualityRisk:1.15 | TrendPairRisk:1.25,0,0,0.45,range,0.7699,1.0,17796
TAOUSDT,465,468,1738137600,1738141200,LONG,TRAIL,472.2,482.1162,505.254,455.673,1.041593506118751,0.9844506489758937,0.05714285714285719,13,3.63,62.16,0.21985815602836803,0.01867675446483182,1.5074808960903243,base,adaptive disabled,1.0,81.7,90,86,70,80,LONDON,bullish,bullish,FVG,BOS bullish | Vol 3.6x | FVG | ChoCH | Session:LONDON | StrongTrend1h | Zone:FVG | MTF 13,BOS+2 | 1h+2 | 4h+2 | Vol+2 | RSI+1 | BTCok+1 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:LONDON | Strong1h+0,0,0,0.6,bull,0.2481,1.0,465
SOLUSDT,487,510,1738157400,1738179000,SHORT,TRAIL,227.97,223.18263,212.0121,235.94895,0.0,-0.05714285714285716,0.05714285714285716,14,1.68,32.94,0.4703783012134205,0.009095372439070123,1.8809555038735024,base,adaptive disabled,1.25,82.5,90,90,70,80,NEW_YORK,bearish,bearish,FVG,BOS bearish | Vol 1.7x | FVG | ChoCH | Session:NEW_YORK | StrongTrend1h | Zone:FVG | MTF 14 | Risk x1.25,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+1 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:NEW_YORK | Strong1h+0 | QualityRisk:1.15 | TrendPairRisk:1.25,0,0,0.625,range,0.4449,1.0,487
XLMUSDT,492,510,1738161900,1738179000,SHORT,TRAIL,0.39281,0.38697718,0.37012,0.40253137,1.1361497115933978,1.0553359991228304,0.08081371247056736,13,4.49,32.57,0.3197648123021272,0.007580973319783554,1.5793429813786508,base,adaptive disabled,1.15,84.1,90,98,70,80,NEW_YORK,bearish,bearish,FVG,BOS bearish | Vol 4.5x | FVG | ChoCH | Session:NEW_YORK | StrongTrend1h | Zone:FVG | MTF 13 | Risk x1.15,BOS+2 | 1h+2 | 4h+2 | Vol+2 | RSI+1 | BTCok+1 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:NEW_YORK | Strong1h+0 | TrendPairRisk:1.15,0,0,0.7,bear,0.0854,1.0,489
AVAXUSDT,655,686,1738308600,1738337400,LONG,TRAIL,34.81,35.53328426,37.22094752,33.60452624,0.6478998863010579,0.590146659055365,0.05775322724569283,14,1.59,63.59,0.3007830492860408,0.007226745735041051,1.6597264366028586,base,adaptive disabled,1.0,83.7,90,96,70,80,LONDON,bullish,bullish,FVG,BOS bullish | Vol 1.6x | FVG | MACD_Div | ChoCH | Session:LONDON | StrongTrend1h | Zone:FVG | MTF 14,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+1 | RSI+1 | BTCok+1 | FVG+1 | MACD_Div+1 | ChoCH+1 | Zone:FVG+1 | Sess:LONDON | Strong1h+0,0,1,0.45,bear,0.3808,1.0,655
LINKUSDT,655,671,1738308600,1738323900,LONG,TRAIL,24.996,25.520916,26.74572,24.12114,0.753419558904551,0.6962767017616938,0.057142857142857266,14,1.88,60.59,0.24520884520884373,0.01013126310151499,1.817415488933173,base,adaptive disabled,1.0,80.3,90,79,70,80,LONDON,bullish,bullish,FVG,BOS bullish | Vol 1.9x | FVG | MACD_Div | ChoCH | Session:LONDON | StrongTrend1h | Zone:FVG | MTF 14,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+1 | RSI+1 | BTCok+1 | FVG+1 | MACD_Div+1 | ChoCH+1 | Zone:FVG+1 | Sess:LONDON | Strong1h+0,0,0,0.4,range,0.3326,1.0,655
DOTUSDT,656,675,1738309500,1738327500,LONG,TRAIL,6.206,6.33454218,6.63447394,5.99176303,0.6494591082596142,0.5915232627330461,0.057935845526568094,13,1.51,59.4,0.2879818594104293,0.0074620115053328105,1.6235205032583186,base,adaptive disabled,1.15,83.3,90,94,70,80,LONDON,bullish,bullish,FVG,BOS bullish | Vol 1.5x | FVG | ChoCH | Session:LONDON | StrongTrend1h | Zone:FVG | MTF 13 | Risk x1.15,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+1 | RSI+1 | BTCok+1 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:LONDON | Strong1h+0 | QualityRisk:1.15,0,0,0.4,range,0.3314,1.0,656
TAOUSDT,688,710,1738338300,1738359000,LONG,SL,468.4,478.2364,501.188,452.006,-1.1467610101256527,-1.2039038672685098,0.05714285714285712,13,1.6,65.39,0.38241308793455964,0.013103329539739085,1.546192885689552,base,adaptive disabled,1.15,78.5,90,100,50,80,NEW_YORK,bullish,bullish,FVG,BOS bullish | Vol 1.6x | FVG | ChoCH | Session:NEW_YORK | StrongTrend1h | Zone:FVG | MTF 13 | Risk x1.15,BOS+2 | 1h+2 | 4h+2 | Vol+1 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:NEW_YORK | Strong1h+0 | RelStrengthRisk:1.15,0,0,0.45,range,1.1956,1.0,687
SOLUSDT,797,801,1738436400,1738440900,SHORT,TRAIL,224.6,221.72972757,215.03242523,229.38378739,1.0868607249365019,0.992960230750869,0.09390049418563282,14,1.58,35.07,0.23013130615065652,0.00621201134892934,1.3304154399264276,base,adaptive disabled,1.25,81.9,90,87,70,80,DEAD_ZONE,bearish,bearish,FVG,BOS bearish | Vol 1.6x | FVG | ChoCH | StrongTrend1h | Zone:FVG | MTF 14 | Risk x1.25,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+1 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:DEAD_ZONE | Strong1h+0 | QualityRisk:1.15 | TrendPairRisk:1.25,0,0,0.5,bear,0.0,1.0,797
ADAUSDT,804,811,1738442700,1738449900,SHORT,TRAIL,0.9153,0.90121506,0.86835019,0.9387749,0.6865313517089602,0.6085501888499063,0.07798116285905382,13,1.7,28.86,0.26056338028169,0.0076899795503969914,1.434488785484853,base,adaptive disabled,1.15,82.7,90,91,70,80,DEAD_ZONE,bearish,bearish,FVG,BOS bearish | Vol 1.7x | FVG | ChoCH | StrongTrend1h | Zone:FVG | MTF 13 | Risk x1.15,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+1 | BTC+2 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:DEAD_ZONE | Strong1h+0 | TrendPairRisk:1.15,0,0,0.45,range,0.1576,1.0,801
XRPUSDT,804,811,1738442700,1738449900,SHORT,TRAIL,2.9412,2.89423422,2.7846474,3.0194763,0.9824325495422859,0.9072833664562179,0.07514918308606801,13,1.61,29.45,0.28771551724138045,0.009132876828838081,1.9999014847811205,base,adaptive disabled,1.15,81.3,90,84,70,80,DEAD_ZONE,bearish,bearish,FVG,BOS bearish | Vol 1.6x | FVG | ChoCH | StrongTrend1h | Zone:FVG | MTF 13 | Risk x1.15,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+1 | BTC+2 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:DEAD_ZONE | Strong1h+0 | TrendPairRisk:1.15,0,0,0.675,range,0.0511,1.0,802
ADAUSDT,814,830,1738451700,1738467000,SHORT,TRAIL,0.8946,0.8758134,0.831978,0.925911,0.8928884581154701,0.8357456009726132,0.057142857142856975,13,2.04,30.66,0.43532338308457674,0.009602609505916277,1.4861638646923514,base,adaptive disabled,1.15,84.5,90,100,70,80,DEAD_ZONE,bearish,bearish,FVG,BOS bearish | Vol 2.0x | FVG | ChoCH | StrongTrend1h | Zone:FVG | MTF 13 | Risk x1.15,BOS+2 | 1h+2 | 4h+2 | Vol+2 | BTC+2 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:DEAD_ZONE | Strong1h+0 | TrendPairRisk:1.15,0,0,0.6,bear,0.5302,1.0,814
TAOUSDT,814,830,1738451700,1738467000,SHORT,TRAIL,395.3,386.9987,367.629,409.1355,1.21938253987756,1.1622396827347026,0.05714285714285728,13,2.66,29.4,0.4885654885654883,0.013166693061919435,1.2765568226780266,base,adaptive disabled,1.15,84.5,90,100,70,80,DEAD_ZONE,bearish,bearish,FVG,BOS bearish | Vol 2.7x | FVG | ChoCH | StrongTrend1h | Zone:FVG | MTF 13 | Risk x1.15,BOS+2 | 1h+2 | 4h+2 | Vol+2 | BTC+2 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:DEAD_ZONE | Strong1h+0 | TrendPairRisk:1.15,0,0,0.525,bear,0.7734,1.0,814
TAOUSDT,831,864,1738467000,1738497600,SHORT,TRAIL,384.2,376.1318,357.306,397.647,0.6658138645566872,0.6086710074138301,0.05714285714285713,16,2.42,32.58,0.29615384615384716,0.021005405644583443,2.055968118334973,base,adaptive disabled,1.15,87.5,90,85,90,80,OFF_HOURS,bearish,bearish,FVG,BOS bearish | Vol 2.4x | FVG | ChoCH | BearWick | StrongTrend1h | Zone:FVG | MTF 16 | Risk x1.15,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+2 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | BearWick+1 | Zone:FVG+1 | Sess:OFF_HOURS | Strong1h+0 | TrendPairRisk:1.15,0,0,0.65,bear,0.8403,1.0,831
XLMUSDT,832,865,1738467900,1738498500,SHORT,TRAIL,0.38844,0.38028276,0.3612492,0.4020354,0.6688218012694894,0.6116789441266322,0.05714285714285723,13,1.56,29.02,0.24475179056557095,0.013215153544899024,1.8548047616900494,base,adaptive disabled,1.15,74.3,90,79,50,80,OFF_HOURS,bearish,bearish,FVG,BOS bearish | Vol 1.6x | FVG | ChoCH | BearWick | StrongTrend1h | Zone:FVG | MTF 13 | Risk x1.15,BOS+2 | 1h+2 | 4h+2 | Vol+1 | BTC+2 | FVG+1 | ChoCH+1 | BearWick+1 | Zone:FVG+1 | Sess:OFF_HOURS | Strong1h+0 | TrendPairRisk:1.15,0,0,0.55,bear,0.2861,1.0,831
ETHUSDT,833,864,1738468800,1738497600,SHORT,TRAIL,3103.78,3056.31409572,2945.56031907,3182.88984046,0.6488574326317296,0.5703898240016916,0.07846760863003793,13,1.99,28.29,0.30911239107960387,0.011044692244894738,2.0303534749594614,base,adaptive disabled,1.15,75.9,90,87,50,80,OFF_HOURS,bearish,bearish,FVG,BOS bearish | Vol 2.0x | FVG | ChoCH | BearWick | StrongTrend1h | Zone:FVG | MTF 13 | Risk x1.15,BOS+2 | 1h+2 | 4h+2 | Vol+1 | BTC+2 | FVG+1 | ChoCH+1 | BearWick+1 | Zone:FVG+1 | Sess:OFF_HOURS | Strong1h+0 | TrendPairRisk:1.15,0,0,0.6,bear,0.4415,1.0,831
ADAUSDT,864,883,1738496700,1738514700,SHORT,TRAIL,0.873,0.854667,0.81189,0.903555,0.9409169604045381,0.8837741032616809,0.05714285714285714,15,5.59,32.28,0.32724505327244896,0.01186279293082971,1.5937482565080159,base,adaptive disabled,1.15,84.3,90,99,70,80,OVERLAP,bearish,bearish,FVG,BOS bearish | Vol 5.6x | FVG | MACD_Div | ChoCH | Session:OVERLAP | StrongTrend1h | Zone:FVG | MTF 15 | Risk x1.15,BOS+2 | 1h+2 | 4h+2 | Vol+2 | RSI+1 | BTC+2 | FVG+1 | MACD_Div+1 | ChoCH+1 | Zone:FVG+1 | Sess:OVERLAP | Strong1h+0 | TrendPairRisk:1.15,0,1,0.525,bull,0.3175,1.0,864
ETHUSDT,864,884,1738496700,1738515600,SHORT,TRAIL,3073.16,3032.1372632,2936.417544,3141.531228,1.032845842700386,0.9429495488967994,0.08989629380358655,14,2.01,34.14,0.30222654824188017,0.00935503376456988,1.8735268104591412,base,adaptive disabled,1.15,81.7,90,86,70,80,OVERLAP,bearish,bearish,FVG,BOS bearish | Vol 2.0x | FVG | ChoCH | Engulfing | Session:OVERLAP | StrongTrend1h | Zone:FVG | MTF 14 | Risk x1.15,BOS+2 | 1h+2 | 4h+2 | Vol+1 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | Engulfing+1 | Zone:FVG+1 | Sess:OVERLAP | Strong1h+0 | TrendPairRisk:1.15,0,0,0.6,range,0.4201,1.0,864
LINKUSDT,864,884,1738496700,1738515600,SHORT,TRAIL,22.236,21.769044,20.67948,23.01426,1.267413655113296,1.2102707979704388,0.05714285714285718,15,2.54,28.67,0.3037694013303764,0.011285284648318178,1.3861886866182944,base,adaptive disabled,1.15,83.7,90,96,70,80,OVERLAP,bearish,bearish,FVG,BOS bearish | Vol 2.5x | FVG | MACD_Div | ChoCH | BearWick | Session:OVERLAP | StrongTrend1h | Zone:FVG | MTF 15 | Risk x1.15,BOS+2 | 1h+2 | 4h+2 | Vol+2 | BTC+2 | FVG+1 | MACD_Div+1 | ChoCH+1 | BearWick+1 | Zone:FVG+1 | Sess:OVERLAP | Strong1h+0 | TrendPairRisk:1.15,0,1,0.425,bull,0.2853,1.0,864
SOLUSDT,864,885,1738496700,1738516500,SHORT,TRAIL,210.41,206.2047822,196.39260734,217.41869633,0.6429248709352829,0.582882320910862,0.060042550024420945,16,2.11,33.26,0.27678018575851476,0.009482165536044541,1.1536815348203153,base,adaptive disabled,1.25,89.1,90,93,90,80,OVERLAP,bearish,bearish,FVG,BOS bearish | Vol 2.1x | FVG | MACD_Div | ChoCH | Session:OVERLAP | StrongTrend1h | Zone:FVG | MTF 16 | Risk x1.25,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+2 | RSI+1 | BTC+2 | FVG+1 | MACD_Div+1 | ChoCH+1 | Zone:FVG+1 | Sess:OVERLAP | Strong1h+0 | QualityRisk:1.15 | TrendPairRisk:1.25,0,1,0.475,bull,0.5322,1.0,863
SUIUSDT,864,869,1738496700,1738502100,SHORT,TRAIL,3.6513,3.5746227,3.395709,3.7790955,0.6335958878898521,0.5764530307469949,0.05714285714285717,15,2.88,29.76,0.3605753514220327,0.010532345108281195,1.2315692184656601,base,adaptive disabled,1.25,90.5,90,100,90,80,OVERLAP,bearish,bearish,FVG,BOS bearish | Vol 2.9x | FVG | MACD_Div | ChoCH | Session:OVERLAP | StrongTrend1h | Zone:FVG | MTF 15 | Risk x1.25,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+2 | BTC+2 | FVG+1 | MACD_Div+1 | ChoCH+1 | Zone:FVG+1 | Sess:OVERLAP | Strong1h+0 | QualityRisk:1.15 | TrendPairRisk:1.25,0,1,0.575,bull,0.1291,1.0,864
TAOUSDT,864,868,1738496700,1738501200,SHORT,TRAIL,381.7,373.6843,354.981,395.0595,0.47909485864183604,0.421952001498979,0.05714285714285703,15,3.04,37.49,0.1578947368421044,0.01557630180411857,1.6590866327039486,base,adaptive disabled,1.15,86.1,90,78,90,80,OVERLAP,bearish,bearish,FVG,BOS bearish | Vol 3.0x | FVG | ChoCH | Session:OVERLAP | StrongTrend1h | Zone:FVG | MTF 15 | Risk x1.15,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+2 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:OVERLAP | Strong1h+0 | TrendPairRisk:1.15,0,0,0.675,range,0.1198,1.0,864
XLMUSDT,864,869,1738496700,1738502100,SHORT,TRAIL,0.38245,0.37507344,0.35786148,0.39474426,0.613439677643352,0.5512236516279595,0.06221602601539254,14,2.62,28.76,0.3933688088415857,0.009681496113288486,1.4595883352601742,base,adaptive disabled,1.15,84.5,90,100,70,80,OVERLAP,bearish,bearish,FVG,BOS bearish | Vol 2.6x | FVG | ChoCH | BearWick | Session:OVERLAP | StrongTrend1h | Zone:FVG | MTF 14 | Risk x1.15,BOS+2 | 1h+2 | 4h+2 | Vol+2 | BTC+2 | FVG+1 | ChoCH+1 | BearWick+1 | Zone:FVG+1 | Sess:OVERLAP | Strong1h+0 | TrendPairRisk:1.15,0,0,0.45,range,0.1171,1.0,864
LINKUSDT,865,880,1738497600,1738512000,SHORT,TRAIL,22.366,21.896314,20.80038,23.14881,0.40401619384978255,0.3468733367069255,0.057142857142857044,16,2.59,29.64,0.3064605190502471,0.01152810740501343,1.3916780842651852,base,adaptive disabled,1.15,89.7,90,96,90,80,OVERLAP,bearish,bearish,FVG,BOS bearish | Vol 2.6x | FVG | MACD_Div | ChoCH | BearWick | Session:OVERLAP | StrongTrend1h | Zone:FVG | MTF 16 | Risk x1.15,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+2 | BTC+2 | FVG+1 | MACD_Div+1 | ChoCH+1 | BearWick+1 | Zone:FVG+1 | Sess:OVERLAP | Strong1h+0 | TrendPairRisk:1.15,0,1,0.375,bull,0.1175,1.0,863
ETHUSDT,868,884,1738500300,1738515600,SHORT,TRAIL,3073.16,3032.53060871,2937.72869571,3140.87565215,1.0433292030656722,0.9525625958655377,0.09076660720013448,14,1.55,33.29,0.29200401867501985,0.004355933736128758,0.899258320191959,base,adaptive disabled,1.25,83.5,90,95,70,80,OVERLAP,bearish,bearish,FVG,BOS bearish | Vol 1.6x | FVG | Engulfing | Session:OVERLAP | StrongTrend1h | Zone:FVG | MTF 14 | Risk x1.25,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+1 | RSI+1 | BTC+2 | FVG+1 | Engulfing+1 | Zone:FVG+1 | Sess:OVERLAP | Strong1h+0 | QualityRisk:1.15 | TrendPairRisk:1.25,0,0,0.45,range,0.4241,1.0,868
